Laptop Name,Laptop Price,Laptop Description,Laptop Specifications,Rating,Reviews
Lenovo IdeaPad 3 Intel Core i5 12th Gen,"60,990","15IAU7 Thin and Light Lap...4.1123 Ratings & 14 ReviewsIntel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year warranty₹60,990₹82,4902",16 GB DDR4 RAM64,...4.1123,14 Reviews
MSI Core i7 13th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 4070) Raider G...Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display2 Year Carry,"2,59,990","Raider G...Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display2 Year Carry-in Warranty₹2,59,990₹3,35,9902",32 GB DDR5 RAMWindows,Not found,No Reviews Found
ASUS ROG Strix SCAR 18 (2023) Core i9 13th Gen,"2,79,990","Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA...Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD45.72 cm (18 Inch) Display1 Year Onsite Warranty₹2,79,990₹3,35,9901",32 GB DDR5 RAMWindows,Not found,No Reviews Found
ASUS ROG Zephyrus M16 (2023) Core i9 13th Gen,"2,99,990","Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA ...Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹2,99,990₹3,59,9901",32 GB DDR5 RAMWindows,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core AMD R9-5900HX,"1,54,990","DisplayOffice Home and Student 2019 included1 Year Onsite Warranty₹1,54,990₹2,07,9902",16 GB DDR4 RAMWindows,...4.6267,56 Reviews
APPLE 2022 MacBook AIR M2 - (8 GB/512 GB SSD/Mac OS Monterey) MLY43HN/A4.438 Ratings & 1 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt,"1,35,990","MLY43HN/A4.438 Ratings & 1 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty₹1,35,990₹1,49,900",8 GB Unified Memory,4.438,1 Reviews
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13,"78,990","Ryzen 7 Octa Core 7735U - (16 GB/1 TB SSD/Windows 11 Home) 13-BE2047AU Thin an...4.915 Ratings & 1 ReviewsAMD Ryzen 7 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD33.78 cm (13.3 Inch) Display1 Year Onsite Warranty₹78,990₹91,6161",16 GB LPDDR5 RAMWindows,...4.915,1 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
acer Extensa Core i3 - (8 GB/256 GB SSD/Windows 11 Home) EX215,"36,990","EX215-33 NotebookIntel Core i3 Processor8 GB LPDDR5 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty₹36,990₹44,9991",8 GB LPDDR5 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
ASUS ROG Strix SCAR 16 (2023) Core i9 13th Gen,"2,79,990","Core i9 13th Gen - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA...Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹2,79,990₹3,29,9901",32 GB DDR5 RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS ROG Zephyrus Duo 16 (2022) Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX,"3,61,990","Dual Screen Laptop with 90Whr Battery Ryzen 9 Octa Core 6900HX - (32 G...AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹3,61,990₹4,31,9901",32 GB DDR5 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
ASUS TUF Gaming F15 (2022) Core i7 12th Gen,"94,990","Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...4.269 Ratings & 8 ReviewsIntel Core i7 Processor (12th Gen)16 GB DDR5 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹94,990₹1,37,9903",16 GB DDR5 RAM64,...4.269,8 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
Infinix INBook X2 Plus Core i5 11th Gen,"38,990","XL25 Thin and Light Laptop4.1151 Ratings & 36 ReviewsIntel Core i5 Processor (11th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹38,990₹54,9902",8 GB LPDDR4X RAM64,4.1151,36 Reviews
HP Ryzen 9 Octa Core 6900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX 6650M) 16,"1,54,490","16-n0...AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty₹1,54,490₹1,78,1671",32 GB DDR5 RAM64,Not found,No Reviews Found
APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A4.675 Ratings & 5 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt,"1,06,990","MLXW3HN/A4.675 Ratings & 5 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warra­nty₹1,06,990₹1,19,9001",8 GB Unified Memory,4.675,5 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A4.532 Ratings & 1 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD33.78 cm (13.3 Inch) DisplayBuilt,"1,15,990","MNEP3HN/A4.532 Ratings & 1 ReviewsApple M2 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD33.78 cm (13.3 Inch) DisplayBuilt-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player1 Year Limited Warranty₹1,15,990₹1,29,9901",8 GB Unified Memory,4.532,1 Reviews
ASUS Vivobook 16 (2023) Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1605VAB,"47,990","Core i3 13th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1605VAB-MB322WS LaptopIntel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹47,990₹62,9902",8 GB DDR4 RAMWindows,Not found,No Reviews Found
MSI Core i5 12th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 405...Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry,"91,990","16 GB DDR4 RAMWindows 11 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 Inch) Display2 Year Carry-in Warranty₹91,990₹1,14,9902",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
HP Ryzen 9 Octa Core 6900HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/AMD Radeon RX 6650M) 16,"1,54,490","16-n0...AMD Ryzen 9 Octa Core Processor32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty₹1,54,490₹1,78,1671",32 GB DDR5 RAM64,Not found,No Reviews Found
ASUS Vivobook Go 15 (2023) Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA,"39,990","Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ323WS...4.3119 Ratings & 15 ReviewsAMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹39,990₹50,9902",8 GB LPDDR5 RAMWindows,...4.3119,15 Reviews
ASUS Vivobook 14 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA,"56,990","Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1402ZA-EK522WS Thin and ...4.583 Ratings & 6 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty₹56,990₹70,9901",8 GB DDR4 RAMWindows,...4.583,6 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
realme Book Prime Core i5 11th Gen,"54,990","CloudPro002 Thin and Light Lap...4.2196 Ratings & 41 ReviewsIntel Core i5 Processor (11th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1 Year Domestic Warranty₹54,990₹74,9992",16 GB LPDDR4X RAMWindows,...4.2196,41 Reviews
,0,,,Not found,No Reviews Found
ASUS ROG Flow Z13 (2022) Core i9 12th Gen,"1,61,990","Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...Intel Core i9 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System1 TB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty₹1,61,990₹2,15,9902",16 GB LPDDR5 RAM64,Not found,No Reviews Found
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
ASUS ROG Strix G17 with 90Whr Battery Ryzen 9 Octa Core 6900HX,"2,10,990","Display1 Year Onsite Warranty₹2,10,990₹2,72,9902",16 GB DDR5 RAM64,Not found,No Reviews Found
HP Victus Ryzen 7 Octa Core 5800H,"81,990","Touchscreen Display1 Year Onsite Warranty₹81,990₹95,5541",16 GB DDR4 RAMWindows,...4.47,0 Reviews
DELL Ryzen 7 Octa Core AMD R7-5800H,"86,990","Alienware Command CenterAMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home and Student 20211 Year Premium Support₹86,990₹1,21,9352",16 GB DDR4 RAM64,...4.49,2 Reviews
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen,"87,990","...4.222 Ratings & 2 ReviewsIntel Core i5 Processor (11th Gen)16 GB LPDDR4X RAM64 bit Windows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Touchscreen Display1 Year onsite warranty₹87,990₹1,16,9902",16 GB LPDDR4X RAM64,...4.222,2 Reviews
,0,,,Not found,No Reviews Found
realme Book Prime Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin and Light Lapt...Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry,"45,990","CloudPro002 Thin and Light Lapt...Intel Core i5 Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty₹45,990₹69,9993",8 GB LPDDR4X RAMWindows,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
ASUS ROG Strix G15 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H,"1,29,990","with 90Whr Battery Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home...AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹1,29,990₹1,94,9903",16 GB DDR5 RAM64,Not found,No Reviews Found
,0,,,Not found,No Reviews Found
Lenovo IdeaPad 3 Intel Core i5 12th Gen,"56,990","15IAU7 Thin and Light Lapt...4.3300 Ratings & 22 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year warranty₹56,990₹76,8902",8 GB DDR4 RAM64,...4.3300,22 Reviews
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
"MSI Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H - (8 GB/512 GB SSD/Windows 11 Home/8 GB Gra...4.5525 Ratings & 80 ReviewsAMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 Home, MSI Center, CoolerBoost1 Year On-Site & Carry","79,990","DisplayWindows 11 Home, MSI Center, CoolerBoost1 Year On-Site & Carry-In Warranty₹79,990₹1,11,9902",8 GB DDR4 RAM64,...4.5525,80 Reviews
HP Envy x360 Creator Intel Evo Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) x360,"85,990","x360-bf0121TU Thi...4.820 Ratings & 5 ReviewsIntel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty₹85,990₹99,1481",16 GB LPDDR4X RAMWindows,...4.820,5 Reviews
ASUS Vivobook Pro 16 OLED (2023) Core i5 13th Gen,"1,24,990","Core i5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹1,24,990₹1,52,9901",16 GB DDR5 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen,"41,990","15IAU7 Thin and Light...3.915 Ratings & 1 ReviewsIntel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display2 Year warranty₹41,990₹64,2903",8 GB DDR4 RAM64,...3.915,1 Reviews
ASUS Ryzen 5 Hexa Core 5600H,"65,990","Display1 Year Onsite Warranty₹65,990₹74,9901",16 GB DDR4 RAMWindows,Not found,No Reviews Found
Lenovo IdeaPad 3 Intel Core i5 12th Gen,"56,990","15IAU7 Thin and Light Lapt...4.3300 Ratings & 22 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year warranty₹56,990₹76,8902",8 GB DDR4 RAM64,...4.3300,22 Reviews
APPLE 2023 MacBook Pro M2 Pro,"2,39,990","MNW83HN/AApple M2 Pro Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Limited Warranty₹2,39,990₹2,49,900",16 GB Unified Memory,Not found,No Reviews Found
Infinix INBook Y1 Plus Intel Core i3 10th Gen,"27,990","XL28 Thin and Light ...4.21,607 Ratings & 256 ReviewsIntel Core i3 Processor (10th Gen)8 GB LPDDR4X RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty₹27,990₹44,9903",8 GB LPDDR4X RAM64,607,256 Reviews
Lenovo IdeaPad Flex 5 Intel Core i5 12th Gen,"79,990","14IAU7 Thin and Ligh...Intel Core i5 Processor (12th Gen)16 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection₹79,990₹99,2901",16 GB LPDDR4X RAMWindows,Not found,No Reviews Found
ASUS ROG Zephyrus M16 (2022) Core i9 12th Gen,"2,37,343","Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...4.73 Ratings & 2 ReviewsIntel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty₹2,37,343₹2,87,9901",32 GB DDR5 RAM64,...4.73,2 Reviews
ASUS Zenbook S 13 OLED Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA,"99,990","UM5302TA-LX501WS T...4.98 Ratings & 2 ReviewsAMD Ryzen 5 Hexa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD33.78 cm (13.3 Inch) Touchscreen Display1 Year Onsite Warranty₹99,990₹1,22,9901",16 GB LPDDR5 RAMWindows,...4.98,2 Reviews
Infinix INBook X1 Neo Series Celeron Quad Core,"22,990","XL22 Thin and Light...4.11,434 Ratings & 235 ReviewsIntel Celeron Quad Core Processor4 GB LPDDR4X RAM64 bit Windows 11 Operating System128 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty₹22,990₹29,9902",4 GB LPDDR4X RAM64,434,235 Reviews
HP 255 G8 Ryzen 3 Dual Core AMD Ryzen3 3250,"34,800","255 G8 Notebook Notebo...4.67 Ratings & 1 ReviewsAMD Ryzen 3 Dual Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 111 Year₹34,800₹44,9122",8 GB DDR4 RAM64,...4.67,1 Reviews
ASUS Vivobook Go 15 OLED (2023) Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA,"54,990","Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK...4.86 Ratings & 2 ReviewsAMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹54,990₹74,9902",8 GB LPDDR5 RAMWindows,...4.86,2 Reviews
MSI Core i9 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce RTX 3080 Ti/120 H...Intel Core i9 Processor (12th Gen)32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 Inch) Display2 Year On-Site & Carry,"2,99,990","32 GB DDR5 RAM64 bit Windows 11 Operating System2 TB SSD43.94 cm (17.3 Inch) Display2 Year On-Site & Carry-In Warranty₹2,99,990₹4,81,9903",32 GB DDR5 RAM64,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"24,990","XL30 Thin and...4.1176 Ratings & 35 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹24,990₹34,9902",8 GB LPDDR4X RAMWindows,...4.1176,35 Reviews
Lenovo Lenovo V15 Celeron Dual Core 4th Gen,"23,490","82QYA00MIN Laptop4.419 Ratings & 2 ReviewsIntel Celeron Dual Core Processor (4th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD39.62 cm (15.6 inch) Display1 Years₹23,490₹42,0324",8 GB DDR4 RAM64,4.419,2 Reviews
DELL Inspiron Core i3 11th Gen,"42,990","Inspiron 3511 Thin and Light Laptop3.525 Ratings & 3 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD96.52 cm (38 cm) DisplayMicrosoft Office Home & Student 20211 Year Onsite Hardware Service₹42,990₹59,1192",8 GB DDR4 RAM64,3.525,3 Reviews
ASUS ROG Flow Z13 (2022) Core i7 12th Gen,"1,31,049","Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...Intel Core i7 Processor (12th Gen)16 GB LPDDR5 RAM64 bit Windows 11 Operating System512 GB SSD34.04 cm (13.4 Inch) Touchscreen Display1 Year Onsite Warranty₹1,31,049₹2,15,9903",16 GB LPDDR5 RAM64,Not found,No Reviews Found
Infinix Y1 Plus Neo Intel Celeron Quad Core 11th Gen,"27,490","XL30 Thin and...4.3113 Ratings & 25 ReviewsIntel Celeron Quad Core Processor (11th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty₹27,490₹39,9903",8 GB LPDDR4X RAMWindows,...4.3113,25 Reviews
ASUS Vivobook 15 Core i3 11th Gen,"35,710","X1500EA Laptop435 Ratings & 7 ReviewsIntel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11, Microsoft Office H&S 2021, 1 Year McAfee1 Year Onsite Warranty₹35,710₹52,9903",8 GB DDR4 RAM64,435,7 Reviews
HP Pavilion Intel Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14,"62,990","14-dv2053TU Thin and Light Lapt...4.3207 Ratings & 17 ReviewsIntel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayHP Documentation, HP BIOS recovery, HP Smart, Microsoft Office Home & Student 20211 Year Onsite Warranty₹62,990₹73,6881",8 GB DDR4 RAM64,...4.3207,17 Reviews
